technology,airbending,source,DataManager@27.03.2019 13:31:40
@data
material,sheetThicknessMM,punchRadiusMM,dieWidthMM,angleDEG,bendDeductionTanMM,bendDeductionEdgeMM,radiusMM
QStE380TM,10,4,60,98.6,-14.05,0,9.5
QStE380TM,10,4,60,100.2,-13.56,0,9.7
QStE380TM,10,4,60,101.9,-13.05,0,9.9
QStE380TM,10,4,60,103.5,-12.58,0,10.1
QStE380TM,10,4,60,105,-12.13,0,10.3
QStE380TM,10,4,60,105.4,-12.03,0,10.3
QStE380TM,10,4,60,107,-11.58,0,10.5
QStE380TM,10,4,60,108.7,-11.13,0,10.8
QStE380TM,10,4,60,110.4,-10.69,0,11
QStE380TM,10,4,60,112.2,-10.25,0,11.3
QStE380TM,10,4,60,114,-9.81,0,11.5
QStE380TM,10,4,60,115.8,-9.4,0,11.8
QStE380TM,10,4,60,117.6,-8.99,0,12.1
QStE380TM,10,4,60,119.4,-8.59,0,12.4
QStE380TM,10,4,60,120,-8.47,0,12.7
QStE380TM,10,4,60,121.3,-8.19,0,13
QStE380TM,10,4,60,123.2,-7.8,0,13.4
QStE380TM,10,4,60,125.1,-7.42,0,13.9
QStE380TM,10,4,60,127,-7.06,0,14.3
QStE380TM,10,4,60,128.9,-6.7,0,14.7
QStE380TM,10,4,60,130.8,-6.35,0,15.3
QStE380TM,10,4,60,132.7,-6.01,0,15.6
QStE380TM,10,4,60,134.7,-5.68,0,16.5
QStE380TM,10,4,60,135,-5.63,0,17.2
QStE380TM,10,4,60,136.7,-5.35,0,17.9
QStE380TM,10,4,60,138.6,-5.03,0,18.7
QStE380TM,10,4,60,140.6,-4.73,0,19.8
QStE380TM,10,4,60,142.6,-4.43,0,21
QStE380TM,10,4,60,144.6,-4.13,0,22.2
QStE380TM,10,4,60,146.5,-3.85,0,24
QStE380TM,10,4,60,148.5,-3.57,0,27.3
QStE380TM,10,4,60,150,-3.37,0,28
QStE380TM,10,4,60,150.5,-3.3,0,30.7
QStE380TM,10,4,60,152.4,-3.04,0,33.5
QStE380TM,10,4,60,154.4,-2.79,0,36.2
QStE380TM,10,4,60,156.4,-2.53,0,40.6
QStE380TM,10,4,60,158.3,-2.29,0,45.1
QStE380TM,10,4,60,160.3,-2.06,0,49.6
QStE380TM,10,4,60,162.3,-1.83,0,62.3
QStE380TM,10,4,60,164.3,-1.61,0,74.9
QStE380TM,10,4,60,166.2,-1.39,0,95.2
QStE380TM,10,4,60,168.1,-1.19,0,115.4
QStE380TM,10,4,60,170,-0.98,0,135.7
QStE380TM,10,4,60,171.9,-0.79,0,212.1
QStE380TM,10,4,60,173.8,-0.6,0,288.6
QStE380TM,10,4,60,175.6,-0.42,0,365
QStE380TM,10,4,60,177.5,-0.23,0,441.4
QStE380TM,10,4,60,179.3,-0.07,0,517.9
QStE380TM,8,4,60.3,87,-15.26,-13.07,7.2
QStE380TM,8,4,60.3,88.2,-14.81,-13.52,7.4
QStE380TM,8,4,60.3,89.6,-14.34,-14.03,7.6
QStE380TM,8,4,60.3,90,-14.2,-14.2,7.7
QStE380TM,8,4,60.3,90.9,-13.88,0,7.8
QStE380TM,8,4,60.3,92.4,-13.4,0,8
QStE380TM,8,4,60.3,93.8,-12.95,0,8.1
QStE380TM,8,4,60.3,95.3,-12.51,0,8.3
QStE380TM,8,4,60.3,96.7,-12.09,0,8.5
QStE380TM,8,4,60.3,98.2,-11.67,0,8.7
QStE380TM,8,4,60.3,99.7,-11.27,0,8.9
QStE380TM,8,4,60.3,101.2,-10.87,0,9.1
QStE380TM,8,4,60.3,102.7,-10.48,0,9.3
QStE380TM,8,4,60.3,104.3,-10.1,0,9.5
QStE380TM,8,4,60.3,105,-9.93,0,9.8
QStE380TM,8,4,60.3,105.9,-9.72,0,9.9
QStE380TM,8,4,60.3,107.5,-9.35,0,10.1
QStE380TM,8,4,60.3,109.1,-8.99,0,10.3
QStE380TM,8,4,60.3,110.8,-8.63,0,10.5
QStE380TM,8,4,60.3,112.4,-8.29,0,10.8
QStE380TM,8,4,60.3,114.1,-7.95,0,11.1
QStE380TM,8,4,60.3,115.8,-7.62,0,11.3
QStE380TM,8,4,60.3,117.5,-7.29,0,11.5
QStE380TM,8,4,60.3,119.2,-6.98,0,11.7
QStE380TM,8,4,60.3,120,-6.85,0,11.9
QStE380TM,8,4,60.3,121,-6.67,0,12.2
QStE380TM,8,4,60.3,122.8,-6.37,0,12.6
QStE380TM,8,4,60.3,124.6,-6.07,0,13
QStE380TM,8,4,60.3,126.4,-5.78,0,13.4
QStE380TM,8,4,60.3,128.4,-5.46,0,13.9
QStE380TM,8,4,60.3,130.2,-5.18,0,14.4
QStE380TM,8,4,60.3,132.1,-4.91,0,14.9
QStE380TM,8,4,60.3,134,-4.65,0,15.6
QStE380TM,8,4,60.3,135,-4.51,0,16.2
QStE380TM,8,4,60.3,135.9,-4.39,0,17
QStE380TM,8,4,60.3,137.8,-4.14,0,17.9
QStE380TM,8,4,60.3,139.7,-3.9,0,18.8
QStE380TM,8,4,60.3,141.6,-3.66,0,19.8
QStE380TM,8,4,60.3,143.5,-3.43,0,21
QStE380TM,8,4,60.3,145.4,-3.2,0,22.4
QStE380TM,8,4,60.3,147.3,-2.98,0,23.8
QStE380TM,8,4,60.3,149.3,-2.77,0,24.9
QStE380TM,8,4,60.3,150,-2.69,0,26.1
QStE380TM,8,4,60.3,151.2,-2.56,0,28.4
QStE380TM,8,4,60.3,153.1,-2.35,0,30.7
QStE380TM,8,4,60.3,155.1,-2.15,0,34.4
QStE380TM,8,4,60.3,157,-1.96,0,38
QStE380TM,8,4,60.3,158.9,-1.78,0,41.7
QStE380TM,8,4,60.3,160.9,-1.59,0,48.3
QStE380TM,8,4,60.3,162.8,-1.42,0,54.8
QStE380TM,8,4,60.3,164.7,-1.24,0,61.4
QStE380TM,8,4,60.3,166.6,-1.08,0,73.8
QStE380TM,8,4,60.3,168.4,-0.92,0,86.3
QStE380TM,8,4,60.3,170.3,-0.76,0,98.7
QStE380TM,8,4,60.3,172.2,-0.61,0,159.8
QStE380TM,8,4,60.3,174,-0.46,0,220.9
QStE380TM,8,4,60.3,175.9,-0.31,0,282
QStE380TM,8,4,60.3,177.7,-0.17,0,343.1
QStE380TM,8,4,60.3,179.4,-0.04,0,404.2
QStE380TM,10,4,60.3,90,-17.12,-17.12,8.6
QStE380TM,10,4,60.3,91,-16.73,0,8.7
QStE380TM,10,4,60.3,92.5,-16.14,0,8.9
QStE380TM,10,4,60.3,94,-15.61,0,9.1
QStE380TM,10,4,60.3,95.5,-15.11,0,9.2
QStE380TM,10,4,60.3,97,-14.59,0,9.3
QStE380TM,10,4,60.3,98.6,-14.05,0,9.5
QStE380TM,10,4,60.3,100.2,-13.56,0,9.7
QStE380TM,10,4,60.3,101.9,-13.05,0,9.9
QStE380TM,10,4,60.3,103.5,-12.58,0,10.1
QStE380TM,10,4,60.3,105,-12.13,0,10.3
QStE380TM,10,4,60.3,105.4,-12.03,0,10.3
QStE380TM,10,4,60.3,107,-11.58,0,10.5
QStE380TM,10,4,60.3,108.7,-11.13,0,10.8
