technology,airbending,source,DataManager@27.03.2019 13:31:35
@data
material,sheetThicknessMM,punchRadiusMM,dieWidthMM,angleDEG,bendDeductionTanMM,bendDeductionEdgeMM,radiusMM
X5CrNi1810,0.5,0.5,4,90,-1.169,-1.169,0.8
X5CrNi1810,0.5,0.5,4,91.87,-1.08,0,0.8
X5CrNi1810,0.5,0.5,4,105,-0.789,0,1
X5CrNi1810,0.5,0.5,4,106.01,-0.745,0,1
X5CrNi1810,0.5,0.5,4,111.32,-0.645,0,1
X5CrNi1810,0.5,0.5,4,120,-0.482,0,1.2
X5CrNi1810,0.5,0.5,4,121.52,-0.485,0,1.2
X5CrNi1810,0.5,0.5,4,133.39,-0.338,0,1.5
X5CrNi1810,0.5,0.5,4,135,-0.284,0,1.5
X5CrNi1810,0.5,0.5,4,145.86,-0.217,0,2
X5CrNi1810,0.5,0.5,4,150,-0.202,0,2.4
X5CrNi1810,0.5,0.5,4,157.98,-0.123,0,3.1
X5CrNi1810,0.5,0.5,4,169.66,-0.052,0,6.2
X5CrNi1810,0.5,0.2,5,30,-8.905,0.229,0.8
X5CrNi1810,0.5,0.2,5,31.53,-8.401,0.195,0.8
X5CrNi1810,0.5,0.2,5,35.45,-7.022,0.11,0.8
X5CrNi1810,0.5,0.2,5,39.75,-5.843,0.019,0.8
X5CrNi1810,0.5,0.2,5,44.68,-4.804,-0.083,0.8
X5CrNi1810,0.5,0.2,5,45,-4.773,-0.089,0.8
X5CrNi1810,0.5,0.2,5,50.36,-3.904,-0.197,0.8
X5CrNi1810,0.5,0.2,5,56.91,-3.113,-0.328,0.8
X5CrNi1810,0.5,0.2,5,60,-2.794,-0.39,0.8
X5CrNi1810,0.5,0.2,5,63.68,-2.55,-0.464,0.8
X5CrNi1810,0.5,0.2,5,70.2,-2.103,-0.603,0.8
X5CrNi1810,0.5,0.2,5,75,-1.836,-0.715,0.8
X5CrNi1810,0.5,0.2,5,79.84,-1.615,-0.843,0.9
X5CrNi1810,0.5,0.2,5,90,-1.272,-1.272,1
X5CrNi1810,0.5,0.2,5,90.9,-1.195,0,1
X5CrNi1810,0.5,0.2,5,99.38,-0.954,0,1.1
X5CrNi1810,0.5,0.2,5,105,-0.84,0,1.1
X5CrNi1810,0.5,0.2,5,114.13,-0.632,0,1.3
X5CrNi1810,0.5,0.2,5,120,-0.501,0,1.4
X5CrNi1810,0.5,0.2,5,123.84,-0.478,0,1.5
X5CrNi1810,0.5,0.2,5,135,-0.3,0,1.8
X5CrNi1810,0.5,0.2,5,137.46,-0.307,0,1.9
X5CrNi1810,0.5,0.2,5,150,-0.231,0,2.7
X5CrNi1810,0.5,0.2,5,152.05,-0.17,0,2.8
X5CrNi1810,0.5,0.2,5,166.61,-0.07,0,5.5
X5CrNi1810,0.5,0.3,5,30,-8.905,0.229,0.8
X5CrNi1810,0.5,0.3,5,31.53,-8.401,0.195,0.8
X5CrNi1810,0.5,0.3,5,35.45,-7.022,0.11,0.8
X5CrNi1810,0.5,0.3,5,39.75,-5.843,0.019,0.8
X5CrNi1810,0.5,0.3,5,44.68,-4.804,-0.083,0.8
X5CrNi1810,0.5,0.3,5,45,-4.773,-0.089,0.8
X5CrNi1810,0.5,0.3,5,50.36,-3.904,-0.197,0.8
X5CrNi1810,0.5,0.3,5,56.91,-3.113,-0.328,0.8
X5CrNi1810,0.5,0.3,5,60,-2.794,-0.39,0.8
X5CrNi1810,0.5,0.3,5,63.68,-2.55,-0.464,0.8
X5CrNi1810,0.5,0.3,5,70.2,-2.103,-0.603,0.8
X5CrNi1810,0.5,0.3,5,75,-1.836,-0.715,0.8
X5CrNi1810,0.5,0.3,5,79.84,-1.615,-0.843,0.9
X5CrNi1810,0.5,0.3,5,90,-1.272,-1.272,1
X5CrNi1810,0.5,0.3,5,90.9,-1.195,0,1
X5CrNi1810,0.5,0.3,5,99.38,-0.954,0,1.1
X5CrNi1810,0.5,0.3,5,105,-0.84,0,1.1
X5CrNi1810,0.5,0.3,5,114.13,-0.632,0,1.3
X5CrNi1810,0.5,0.3,5,120,-0.501,0,1.4
X5CrNi1810,0.5,0.3,5,123.84,-0.478,0,1.5
X5CrNi1810,0.5,0.3,5,135,-0.3,0,1.8
X5CrNi1810,0.5,0.3,5,137.46,-0.307,0,1.9
X5CrNi1810,0.5,0.3,5,150,-0.231,0,2.7
X5CrNi1810,0.5,0.3,5,152.05,-0.17,0,2.8
X5CrNi1810,0.5,0.3,5,166.61,-0.07,0,5.5
X5CrNi1810,0.5,0.5,5,30,-8.905,0.229,0.8
X5CrNi1810,0.5,0.5,5,31.53,-8.401,0.195,0.8
X5CrNi1810,0.5,0.5,5,35.45,-7.022,0.11,0.8
X5CrNi1810,0.5,0.5,5,39.75,-5.843,0.019,0.8
X5CrNi1810,0.5,0.5,5,44.68,-4.804,-0.083,0.8
X5CrNi1810,0.5,0.5,5,45,-4.773,-0.089,0.8
X5CrNi1810,0.5,0.5,5,50.36,-3.904,-0.197,0.8
X5CrNi1810,0.5,0.5,5,56.91,-3.113,-0.328,0.8
X5CrNi1810,0.5,0.5,5,60,-2.794,-0.39,0.8
X5CrNi1810,0.5,0.5,5,63.68,-2.55,-0.464,0.8
X5CrNi1810,0.5,0.5,5,70.2,-2.103,-0.603,0.8
X5CrNi1810,0.5,0.5,5,75,-1.836,-0.715,0.8
X5CrNi1810,0.5,0.5,5,79.84,-1.615,-0.843,0.9
X5CrNi1810,0.5,0.5,5,90,-1.272,-1.272,1
X5CrNi1810,0.5,0.5,5,90.9,-1.195,0,1
X5CrNi1810,0.5,0.5,5,99.38,-0.954,0,1.1
X5CrNi1810,0.5,0.5,5,105,-0.84,0,1.1
X5CrNi1810,0.5,0.5,5,114.13,-0.632,0,1.3
X5CrNi1810,0.5,0.5,5,120,-0.501,0,1.4
X5CrNi1810,0.5,0.5,5,123.84,-0.478,0,1.5
X5CrNi1810,0.5,0.5,5,135,-0.3,0,1.8
X5CrNi1810,0.5,0.5,5,137.46,-0.307,0,1.9
X5CrNi1810,0.5,0.5,5,150,-0.231,0,2.7
X5CrNi1810,0.5,0.5,5,152.05,-0.17,0,2.8
X5CrNi1810,0.5,0.5,5,166.61,-0.07,0,5.5
X5CrNi1810,0.5,0.2,6,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.2,6,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.2,6,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.2,6,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.2,6,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.2,6,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.2,6,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.2,6,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.2,6,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.2,6,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.2,6,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.2,6,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.2,6,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.2,6,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.2,6,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.2,6,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.2,6,105,-0.893,0,1.3
X5CrNi1810,0.5,0.2,6,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.2,6,120,-0.532,0,1.6
X5CrNi1810,0.5,0.2,6,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.2,6,135,-0.324,0,2.1
X5CrNi1810,0.5,0.2,6,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.2,6,150,-0.246,0,3.1
X5CrNi1810,0.5,0.2,6,164.49,-0.084,0,5.3
X5CrNi1810,0.5,0.2,6.4,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.2,6.4,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.2,6.4,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.2,6.4,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.2,6.4,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.2,6.4,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.2,6.4,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.2,6.4,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.2,6.4,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.2,6.4,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.2,6.4,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.2,6.4,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.2,6.4,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.2,6.4,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.2,6.4,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.2,6.4,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.2,6.4,105,-0.893,0,1.3
X5CrNi1810,0.5,0.2,6.4,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.2,6.4,120,-0.532,0,1.6
X5CrNi1810,0.5,0.2,6.4,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.2,6.4,135,-0.324,0,2.1
X5CrNi1810,0.5,0.2,6.4,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.2,6.4,150,-0.246,0,3.1
X5CrNi1810,0.5,0.2,6.4,164.49,-0.084,0,5.3
X5CrNi1810,0.5,0.3,6,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.3,6,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.3,6,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.3,6,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.3,6,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.3,6,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.3,6,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.3,6,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.3,6,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.3,6,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.3,6,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.3,6,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.3,6,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.3,6,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.3,6,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.3,6,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.3,6,105,-0.893,0,1.3
X5CrNi1810,0.5,0.3,6,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.3,6,120,-0.532,0,1.6
X5CrNi1810,0.5,0.3,6,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.3,6,135,-0.324,0,2.1
X5CrNi1810,0.5,0.3,6,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.3,6,150,-0.246,0,3.1
X5CrNi1810,0.5,0.3,6,164.49,-0.084,0,5.3
X5CrNi1810,0.5,0.3,6.4,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.3,6.4,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.3,6.4,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.3,6.4,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.3,6.4,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.3,6.4,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.3,6.4,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.3,6.4,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.3,6.4,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.3,6.4,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.3,6.4,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.3,6.4,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.3,6.4,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.3,6.4,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.3,6.4,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.3,6.4,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.3,6.4,105,-0.893,0,1.3
X5CrNi1810,0.5,0.3,6.4,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.3,6.4,120,-0.532,0,1.6
X5CrNi1810,0.5,0.3,6.4,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.3,6.4,135,-0.324,0,2.1
X5CrNi1810,0.5,0.3,6.4,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.3,6.4,150,-0.246,0,3.1
X5CrNi1810,0.5,0.3,6.4,164.49,-0.084,0,5.3
X5CrNi1810,0.5,0.5,6,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.5,6,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.5,6,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.5,6,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.5,6,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.5,6,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.5,6,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.5,6,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.5,6,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.5,6,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.5,6,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.5,6,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.5,6,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.5,6,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.5,6,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.5,6,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.5,6,105,-0.893,0,1.3
X5CrNi1810,0.5,0.5,6,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.5,6,120,-0.532,0,1.6
X5CrNi1810,0.5,0.5,6,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.5,6,135,-0.324,0,2.1
X5CrNi1810,0.5,0.5,6,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.5,6,150,-0.246,0,3.1
X5CrNi1810,0.5,0.5,6,164.49,-0.084,0,5.3
X5CrNi1810,0.5,0.5,6.4,30,-10.141,0.359,0.9
X5CrNi1810,0.5,0.5,6.4,31.09,-9.7,0.333,0.9
X5CrNi1810,0.5,0.5,6.4,33.95,-8.578,0.267,0.9
X5CrNi1810,0.5,0.5,6.4,38.44,-7.021,0.154,0.9
X5CrNi1810,0.5,0.5,6.4,43.42,-5.714,0.032,0.9
X5CrNi1810,0.5,0.5,6.4,45,-5.399,-0.006,0.9
X5CrNi1810,0.5,0.5,6.4,49.44,-4.538,-0.113,0.9
X5CrNi1810,0.5,0.5,6.4,56.25,-3.571,-0.275,0.9
X5CrNi1810,0.5,0.5,6.4,60,-3.112,-0.362,0.9
X5CrNi1810,0.5,0.5,6.4,64.15,-2.76,-0.46,0.9
X5CrNi1810,0.5,0.5,6.4,71.92,-2.203,-0.654,1
X5CrNi1810,0.5,0.5,6.4,75,-2.005,-0.738,1
X5CrNi1810,0.5,0.5,6.4,80.86,-1.699,-0.913,1
X5CrNi1810,0.5,0.5,6.4,90,-1.367,-1.367,1.1
X5CrNi1810,0.5,0.5,6.4,92.35,-1.248,0,1.1
X5CrNi1810,0.5,0.5,6.4,103.49,-0.912,0,1.3
X5CrNi1810,0.5,0.5,6.4,105,-0.893,0,1.3
X5CrNi1810,0.5,0.5,6.4,119.76,-0.575,0,1.6
X5CrNi1810,0.5,0.5,6.4,120,-0.532,0,1.6
X5CrNi1810,0.5,0.5,6.4,132.58,-0.379,0,1.9
X5CrNi1810,0.5,0.5,6.4,135,-0.324,0,2.1
X5CrNi1810,0.5,0.5,6.4,147.97,-0.21,0,2.7
X5CrNi1810,0.5,0.5,6.4,150,-0.246,0,3.1
X5CrNi1810,0.5,0.5,6.4,164.49,-0.084,0,5.3
X5CrNi1810,0.5,1,5,30,-9.144,0.292,1
X5CrNi1810,0.5,1,5,31.87,-8.552,0.247,1
X5CrNi1810,0.5,1,5,34.46,-7.577,0.186,1
X5CrNi1810,0.5,1,5,37.25,-6.706,0.121,1
X5CrNi1810,0.5,1,5,40.41,-5.893,0.05,1
X5CrNi1810,0.5,1,5,43.86,-5.135,-0.027,1
X5CrNi1810,0.5,1,5,45,-4.958,-0.052,1
X5CrNi1810,0.5,1,5,47.61,-4.465,-0.11,1
X5CrNi1810,0.5,1,5,51.8,-3.864,-0.201,1
X5CrNi1810,0.5,1,5,56.95,-3.231,-0.314,1
X5CrNi1810,0.5,1,5,60,-2.898,-0.382,1
X5CrNi1810,0.5,1,5,61.34,-2.824,-0.411,1
X5CrNi1810,0.5,1,5,66.05,-2.473,-0.519,1
X5CrNi1810,0.5,1,5,72.5,-2.027,-0.67,1
X5CrNi1810,0.5,1,5,75,-1.883,-0.733,1
X5CrNi1810,0.5,1,5,79.11,-1.69,-0.844,1
X5CrNi1810,0.5,1,5,85.72,-1.409,-1.054,1
X5CrNi1810,0.5,1,5,90,-1.296,-1.296,1
X5CrNi1810,0.5,1,5,92.39,-1.176,0,1
X5CrNi1810,0.5,1,5,99.01,-0.98,0,1.1
X5CrNi1810,0.5,1,5,105,-0.859,0,1.2
X5CrNi1810,0.5,1,5,108.77,-0.75,0,1.2
X5CrNi1810,0.5,1,5,113.57,-0.647,0,1.3
X5CrNi1810,0.5,1,5,120,-0.511,0,1.4
X5CrNi1810,0.5,1,5,123.41,-0.486,0,1.5
X5CrNi1810,0.5,1,5,131.95,-0.37,0,1.7
X5CrNi1810,0.5,1,5,135,-0.29,0,1.9
X5CrNi1810,0.5,1,5,141.72,-0.262,0,2.1
X5CrNi1810,0.5,1,5,150,-0.206,0,2.7
X5CrNi1810,0.5,1,5,151.81,-0.172,0,2.8
X5CrNi1810,0.5,1,5,161.63,-0.101,0,4.1
X5CrNi1810,0.5,1,5,171.14,-0.044,0,8.3
X5CrNi1810,0.5,1,6,30,-10.305,0.392,1
X5CrNi1810,0.5,1,6,30.24,-10.251,0.385,1
X5CrNi1810,0.5,1,6,32.38,-9.333,0.334,1
X5CrNi1810,0.5,1,6,35.3,-8.18,0.259,1
X5CrNi1810,0.5,1,6,38.69,-7.045,0.17,1
X5CrNi1810,0.5,1,6,42.5,-6.018,0.073,1
X5CrNi1810,0.5,1,6,45,-5.491,0.011,1
X5CrNi1810,0.5,1,6,46.77,-5.096,-0.034,1
X5CrNi1810,0.5,1,6,51.61,-4.274,-0.152,1
X5CrNi1810,0.5,1,6,56.99,-3.555,-0.286,1
X5CrNi1810,0.5,1,6,60,-3.163,-0.36,1
X5CrNi1810,0.5,1,6,62.96,-2.927,-0.434,1
X5CrNi1810,0.5,1,6,68.97,-2.443,-0.585,1
X5CrNi1810,0.5,1,6,75,-2.037,-0.748,1
X5CrNi1810,0.5,1,6,75.8,-1.999,-0.771,1
X5CrNi1810,0.5,1,6,84.3,-1.571,-1.053,1.1
X5CrNi1810,0.5,1,6,90,-1.391,-1.391,1.1
X5CrNi1810,0.5,1,6,91.73,-1.275,0,1.2
X5CrNi1810,0.5,1,6,100.85,-0.987,0,1.3
X5CrNi1810,0.5,1,6,105,-0.908,0,1.3
X5CrNi1810,0.5,1,6,111.08,-0.74,0,1.4
X5CrNi1810,0.5,1,6,120,-0.531,0,1.6
X5CrNi1810,0.5,1,6,123.28,-0.517,0,1.7
X5CrNi1810,0.5,1,6,132.35,-0.382,0,1.9
X5CrNi1810,0.5,1,6,135,-0.306,0,2.1
X5CrNi1810,0.5,1,6,143.9,-0.25,0,2.5
X5CrNi1810,0.5,1,6,150,-0.234,0,3
X5CrNi1810,0.5,1,6,156.17,-0.142,0,3.6
X5CrNi1810,0.5,1,6,168.38,-0.06,0,7.1
X5CrNi1810,0.5,1,6.4,30,-10.305,0.392,1
X5CrNi1810,0.5,1,6.4,30.24,-10.251,0.385,1
X5CrNi1810,0.5,1,6.4,32.38,-9.333,0.334,1
X5CrNi1810,0.5,1,6.4,35.3,-8.18,0.259,1
X5CrNi1810,0.5,1,6.4,38.69,-7.045,0.17,1
X5CrNi1810,0.5,1,6.4,42.5,-6.018,0.073,1
X5CrNi1810,0.5,1,6.4,45,-5.491,0.011,1
X5CrNi1810,0.5,1,6.4,46.77,-5.096,-0.034,1
X5CrNi1810,0.5,1,6.4,51.61,-4.274,-0.152,1
X5CrNi1810,0.5,1,6.4,56.99,-3.555,-0.286,1
X5CrNi1810,0.5,1,6.4,60,-3.163,-0.36,1
X5CrNi1810,0.5,1,6.4,62.96,-2.927,-0.434,1
X5CrNi1810,0.5,1,6.4,68.97,-2.443,-0.585,1
X5CrNi1810,0.5,1,6.4,75,-2.037,-0.748,1
X5CrNi1810,0.5,1,6.4,75.8,-1.999,-0.771,1
X5CrNi1810,0.5,1,6.4,84.3,-1.571,-1.053,1.1
X5CrNi1810,0.5,1,6.4,90,-1.391,-1.391,1.1
X5CrNi1810,0.5,1,6.4,91.73,-1.275,0,1.2
X5CrNi1810,0.5,1,6.4,100.85,-0.987,0,1.3
X5CrNi1810,0.5,1,6.4,105,-0.908,0,1.3
X5CrNi1810,0.5,1,6.4,111.08,-0.74,0,1.4
X5CrNi1810,0.5,1,6.4,120,-0.531,0,1.6
X5CrNi1810,0.5,1,6.4,123.28,-0.517,0,1.7
X5CrNi1810,0.5,1,6.4,132.35,-0.382,0,1.9
X5CrNi1810,0.5,1,6.4,135,-0.306,0,2.1
X5CrNi1810,0.5,1,6.4,143.9,-0.25,0,2.5
X5CrNi1810,0.5,1,6.4,150,-0.234,0,3
X5CrNi1810,0.5,1,6.4,156.17,-0.142,0,3.6
X5CrNi1810,0.5,1,6.4,168.38,-0.06,0,7.1
X5CrNi1810,0.7,0.2,4,30,-8.154,-0.166,0.5
X5CrNi1810,0.7,0.2,4,32.02,-7.591,-0.186,0.5
X5CrNi1810,0.7,0.2,4,35.39,-6.627,-0.238,0.5
X5CrNi1810,0.7,0.2,4,39.71,-5.628,-0.309,0.5
X5CrNi1810,0.7,0.2,4,43.84,-4.831,-0.378,0.5
X5CrNi1810,0.7,0.2,4,45,-4.684,-0.395,0.6
X5CrNi1810,0.7,0.2,4,48.63,-4.156,-0.453,0.6
