technology,airbending,source,DataManager@27.03.2019 13:31:43
@data
material,sheetThicknessMM,punchRadiusMM,dieWidthMM,angleDEG,bendDeductionTanMM,bendDeductionEdgeMM,radiusMM
St37,1.25,1,6.4,51.66,-5.97,-0.977,1
St37,1.25,1,6.4,56.33,-5.243,-1.087,1
St37,1.25,1,6.4,60,-4.679,-1.184,1
St37,1.25,1,6.4,63.07,-4.332,-1.259,1
St37,1.25,1,6.4,67.18,-3.932,-1.374,1
St37,1.25,1,6.4,72.76,-3.451,-1.541,1
St37,1.25,1,6.4,75,-3.215,-1.601,1
St37,1.25,1,6.4,79.75,-2.871,-1.755,1
St37,1.25,1,6.4,86.68,-2.457,-2.058,1.2
St37,1.25,1,6.4,90,-2.321,-2.321,1.3
St37,1.25,1,6.4,90.44,-2.28,0,1.3
St37,1.25,1,6.4,100.04,-1.813,0,1.4
St37,1.25,1,6.4,105,-1.65,0,1.6
St37,1.25,1,6.4,109.01,-1.465,0,1.6
St37,1.25,1,6.4,114.22,-1.286,0,1.7
St37,1.25,1,6.4,120,-1.101,0,1.9
St37,1.25,1,6.4,122.81,-1.035,0,2
St37,1.25,1,6.4,131.21,-0.822,0,2.4
St37,1.25,1,6.4,135,-0.691,0,2.4
St37,1.25,1,6.4,139.5,-0.639,0,2.9
St37,1.25,1,6.4,147.71,-0.478,0,3.8
St37,1.25,1,6.4,150,-0.439,0,4.2
St37,1.25,1,6.4,157.54,-0.308,0,5.5
St37,1.25,1,6.4,165.59,-0.186,0,8.4
St37,1.25,1,6.4,173.56,-0.078,0,18.2
St37,1.25,1,8,30,-14.986,-0.226,1
St37,1.25,1,8,30.02,-14.987,-0.232,1
St37,1.25,1,8,31.93,-13.984,-0.272,1
St37,1.25,1,8,35.02,-12.212,-0.37,1
St37,1.25,1,8,38.48,-10.607,-0.476,1
St37,1.25,1,8,42.37,-9.14,-0.594,1
St37,1.25,1,8,45,-8.361,-0.672,1
St37,1.25,1,8,46.75,-7.793,-0.725,1
St37,1.25,1,8,51.51,-6.669,-0.864,1
St37,1.25,1,8,56.84,-5.671,-1.019,1
St37,1.25,1,8,60,-5.069,-1.113,1.1
St37,1.25,1,8,62.95,-4.741,-1.201,1.1
St37,1.25,1,8,69.76,-3.935,-1.415,1.1
St37,1.25,1,8,75,-3.422,-1.596,1.2
St37,1.25,1,8,77.34,-3.227,-1.684,1.2
St37,1.25,1,8,85.3,-2.66,-2.05,1.3
St37,1.25,1,8,90,-2.448,-2.448,1.4
St37,1.25,1,8,94.02,-2.157,0,1.5
St37,1.25,1,8,104.16,-1.712,0,1.7
St37,1.25,1,8,105,-1.711,0,1.7
St37,1.25,1,8,114.31,-1.333,0,2
St37,1.25,1,8,120,-1.111,0,2.2
St37,1.25,1,8,124.71,-1.018,0,2.4
St37,1.25,1,8,134.43,-0.773,0,3.1
St37,1.25,1,8,135,-0.699,0,3.1
St37,1.25,1,8,146.19,-0.517,0,4.3
St37,1.25,1,8,150,-0.485,0,5.1
St37,1.25,1,8,157.86,-0.305,0,6.7
St37,1.25,1,8,169.44,-0.131,0,13.8
St37,1.25,1,10,30,-17.53,0.031,1.3
St37,1.25,1,10,30.09,-17.578,0.027,1.3
St37,1.25,1,10,32.94,-15.483,-0.079,1.3
St37,1.25,1,10,36.65,-13.136,-0.222,1.3
St37,1.25,1,10,40.64,-11.152,-0.372,1.3
St37,1.25,1,10,45,-9.485,-0.531,1.3
St37,1.25,1,10,45.38,-9.303,-0.545,1.3
St37,1.25,1,10,50.72,-7.722,-0.734,1.3
St37,1.25,1,10,56.87,-6.311,-0.948,1.3
St37,1.25,1,10,60,-5.634,-1.058,1.3
St37,1.25,1,10,63.76,-5.135,-1.193,1.3
St37,1.25,1,10,71.5,-4.137,-1.49,1.4
St37,1.25,1,10,75,-3.769,-1.639,1.4
St37,1.25,1,10,80.29,-3.281,-1.888,1.5
St37,1.25,1,10,90,-2.664,-2.664,1.7
St37,1.25,1,10,90.29,-2.55,0,1.7
St37,1.25,1,10,101.14,-1.942,0,1.9
St37,1.25,1,10,105,-1.807,0,1.9
St37,1.25,1,10,112.65,-1.471,0,2.3
St37,1.25,1,10,120,-1.124,0,2.6
St37,1.25,1,10,126.09,-1.007,0,2.9
St37,1.25,1,10,135,-0.708,0,3.9
St37,1.25,1,10,138.65,-0.696,0,3.9
St37,1.25,1,10,150,-0.54,0,5.7
St37,1.25,1,10,152.8,-0.398,0,6.1
St37,1.25,1,10,166.84,-0.168,0,12.7
St37,1.25,1,12,30,-19.777,0.265,1.6
St37,1.25,1,12,32.23,-18.053,0.171,1.6
St37,1.25,1,12,35.06,-16.063,0.053,1.6
St37,1.25,1,12,39.41,-13.293,-0.142,1.6
St37,1.25,1,12,44.27,-10.956,-0.354,1.6
St37,1.25,1,12,45,-10.725,-0.385,1.6
St37,1.25,1,12,49.91,-8.902,-0.592,1.6
St37,1.25,1,12,56.44,-7.131,-0.862,1.6
St37,1.25,1,12,60,-6.28,-1.009,1.6
St37,1.25,1,12,63.98,-5.634,-1.177,1.6
St37,1.25,1,12,72.55,-4.387,-1.561,1.7
St37,1.25,1,12,75,-4.094,-1.684,1.7
St37,1.25,1,12,82.22,-3.375,-2.086,1.8
St37,1.25,1,12,90,-2.835,-2.835,1.9
St37,1.25,1,12,93.19,-2.544,0,2
St37,1.25,1,12,105,-1.915,0,2.3
St37,1.25,1,12,105.66,-1.856,0,2.3
St37,1.25,1,12,119.14,-1.296,0,2.9
St37,1.25,1,12,120,-1.205,0,2.9
St37,1.25,1,12,132.87,-0.871,0,3.8
St37,1.25,1,12,135,-0.763,0,3.8
St37,1.25,1,12,148.49,-0.493,0,5.9
St37,1.25,1,12,150,-0.553,0,6.5
St37,1.25,1,12,164.68,-0.202,0,12.2
St37,1.5,0.2,6,30,-11.984,-0.881,0.5
St37,1.5,0.2,6,33.99,-10.502,-0.948,0.5
St37,1.5,0.2,6,35.59,-9.943,-0.973,0.5
St37,1.5,0.2,6,38.99,-8.862,-1.032,0.5
St37,1.5,0.2,6,41.42,-8.25,-1.073,0.5
St37,1.5,0.2,6,45,-7.386,-1.143,0.5
St37,1.5,0.2,6,46.63,-6.987,-1.18,0.5
St37,1.5,0.2,6,51.49,-6.081,-1.28,0.5
St37,1.5,0.2,6,57.56,-5.258,-1.411,0.6
St37,1.5,0.2,6,60,-4.922,-1.471,0.6
St37,1.5,0.2,6,63.75,-4.54,-1.555,0.6
St37,1.5,0.2,6,68.8,-4.104,-1.702,0.8
St37,1.5,0.2,6,75,-3.532,-1.874,0.9
St37,1.5,0.2,6,79.57,-3.197,-2.03,0.9
St37,1.5,0.2,6,89.23,-2.618,-2.508,1.1
St37,1.5,0.2,6,90,-2.609,-2.609,1.1
St37,1.5,0.2,6,97.46,-2.193,0,1.3
St37,1.5,0.2,6,105,-1.878,0,1.6
St37,1.5,0.2,6,109.19,-1.679,0,1.6
St37,1.5,0.2,6,120,-1.275,0,2
St37,1.5,0.2,6,120.98,-1.265,0,2.1
St37,1.5,0.2,6,132.98,-0.921,0,2.7
St37,1.5,0.2,6,135,-0.829,0,2.7
St37,1.5,0.2,6,144.94,-0.63,0,3.7
St37,1.5,0.2,6,150,-0.541,0,4.6
St37,1.5,0.2,6,158.12,-0.357,0,6
St37,1.5,0.2,6,169.28,-0.161,0,12
St37,1.5,0.2,6.4,30,-11.984,-0.881,0.5
St37,1.5,0.2,6.4,33.99,-10.502,-0.948,0.5
St37,1.5,0.2,6.4,35.59,-9.943,-0.973,0.5
St37,1.5,0.2,6.4,38.99,-8.862,-1.032,0.5
St37,1.5,0.2,6.4,41.42,-8.25,-1.073,0.5
St37,1.5,0.2,6.4,45,-7.386,-1.143,0.5
St37,1.5,0.2,6.4,46.63,-6.987,-1.18,0.5
St37,1.5,0.2,6.4,51.49,-6.081,-1.28,0.5
St37,1.5,0.2,6.4,57.56,-5.258,-1.411,0.6
St37,1.5,0.2,6.4,60,-4.922,-1.471,0.6
St37,1.5,0.2,6.4,63.75,-4.54,-1.555,0.6
St37,1.5,0.2,6.4,68.8,-4.104,-1.702,0.8
St37,1.5,0.2,6.4,75,-3.532,-1.874,0.9
St37,1.5,0.2,6.4,79.57,-3.197,-2.03,0.9
St37,1.5,0.2,6.4,89.23,-2.618,-2.508,1.1
St37,1.5,0.2,6.4,90,-2.609,-2.609,1.1
St37,1.5,0.2,6.4,97.46,-2.193,0,1.3
St37,1.5,0.2,6.4,105,-1.878,0,1.6
St37,1.5,0.2,6.4,109.19,-1.679,0,1.6
St37,1.5,0.2,6.4,120,-1.275,0,2
St37,1.5,0.2,6.4,120.98,-1.265,0,2.1
St37,1.5,0.2,6.4,132.98,-0.921,0,2.7
St37,1.5,0.2,6.4,135,-0.829,0,2.7
St37,1.5,0.2,6.4,144.94,-0.63,0,3.7
St37,1.5,0.2,6.4,150,-0.541,0,4.6
St37,1.5,0.2,6.4,158.12,-0.357,0,6
St37,1.5,0.2,6.4,169.28,-0.161,0,12
St37,1.5,0.3,6,30,-11.984,-0.881,0.5
St37,1.5,0.3,6,33.99,-10.502,-0.948,0.5
St37,1.5,0.3,6,35.59,-9.943,-0.973,0.5
St37,1.5,0.3,6,38.99,-8.862,-1.032,0.5
St37,1.5,0.3,6,41.42,-8.25,-1.073,0.5
St37,1.5,0.3,6,45,-7.386,-1.143,0.5
St37,1.5,0.3,6,46.63,-6.987,-1.18,0.5
St37,1.5,0.3,6,51.49,-6.081,-1.28,0.5
St37,1.5,0.3,6,57.56,-5.258,-1.411,0.6
St37,1.5,0.3,6,60,-4.922,-1.471,0.6
St37,1.5,0.3,6,63.75,-4.54,-1.555,0.6
St37,1.5,0.3,6,68.8,-4.104,-1.702,0.8
St37,1.5,0.3,6,75,-3.532,-1.874,0.9
St37,1.5,0.3,6,79.57,-3.197,-2.03,0.9
St37,1.5,0.3,6,89.23,-2.618,-2.508,1.1
St37,1.5,0.3,6,90,-2.609,-2.609,1.1
St37,1.5,0.3,6,97.46,-2.193,0,1.3
St37,1.5,0.3,6,105,-1.878,0,1.6
St37,1.5,0.3,6,109.19,-1.679,0,1.6
St37,1.5,0.3,6,120,-1.275,0,2
St37,1.5,0.3,6,120.98,-1.265,0,2.1
St37,1.5,0.3,6,132.98,-0.921,0,2.7
St37,1.5,0.3,6,135,-0.829,0,2.7
St37,1.5,0.3,6,144.94,-0.63,0,3.7
St37,1.5,0.3,6,150,-0.541,0,4.6
St37,1.5,0.3,6,158.12,-0.357,0,6
St37,1.5,0.3,6,169.28,-0.161,0,12
St37,1.5,0.3,6.4,30,-11.984,-0.881,0.5
St37,1.5,0.3,6.4,33.99,-10.502,-0.948,0.5
St37,1.5,0.3,6.4,35.59,-9.943,-0.973,0.5
St37,1.5,0.3,6.4,38.99,-8.862,-1.032,0.5
St37,1.5,0.3,6.4,41.42,-8.25,-1.073,0.5
St37,1.5,0.3,6.4,45,-7.386,-1.143,0.5
St37,1.5,0.3,6.4,46.63,-6.987,-1.18,0.5
St37,1.5,0.3,6.4,51.49,-6.081,-1.28,0.5
St37,1.5,0.3,6.4,57.56,-5.258,-1.411,0.6
St37,1.5,0.3,6.4,60,-4.922,-1.471,0.6
St37,1.5,0.3,6.4,63.75,-4.54,-1.555,0.6
St37,1.5,0.3,6.4,68.8,-4.104,-1.702,0.8
St37,1.5,0.3,6.4,75,-3.532,-1.874,0.9
St37,1.5,0.3,6.4,79.57,-3.197,-2.03,0.9
St37,1.5,0.3,6.4,89.23,-2.618,-2.508,1.1
St37,1.5,0.3,6.4,90,-2.609,-2.609,1.1
St37,1.5,0.3,6.4,97.46,-2.193,0,1.3
St37,1.5,0.3,6.4,105,-1.878,0,1.6
St37,1.5,0.3,6.4,109.19,-1.679,0,1.6
St37,1.5,0.3,6.4,120,-1.275,0,2
St37,1.5,0.3,6.4,120.98,-1.265,0,2.1
St37,1.5,0.3,6.4,132.98,-0.921,0,2.7
St37,1.5,0.3,6.4,135,-0.829,0,2.7
St37,1.5,0.3,6.4,144.94,-0.63,0,3.7
St37,1.5,0.3,6.4,150,-0.541,0,4.6
St37,1.5,0.3,6.4,158.12,-0.357,0,6
St37,1.5,0.3,6.4,169.28,-0.161,0,12
St37,1.5,0.5,6,30,-11.984,-0.881,0.5
St37,1.5,0.5,6,33.99,-10.502,-0.948,0.5
St37,1.5,0.5,6,35.59,-9.943,-0.973,0.5
St37,1.5,0.5,6,38.99,-8.862,-1.032,0.5
St37,1.5,0.5,6,41.42,-8.25,-1.073,0.5
St37,1.5,0.5,6,45,-7.386,-1.143,0.5
St37,1.5,0.5,6,46.63,-6.987,-1.18,0.5
St37,1.5,0.5,6,51.49,-6.081,-1.28,0.5
St37,1.5,0.5,6,57.56,-5.258,-1.411,0.6
St37,1.5,0.5,6,60,-4.922,-1.471,0.6
St37,1.5,0.5,6,63.75,-4.54,-1.555,0.6
St37,1.5,0.5,6,68.8,-4.104,-1.702,0.8
St37,1.5,0.5,6,75,-3.532,-1.874,0.9
St37,1.5,0.5,6,79.57,-3.197,-2.03,0.9
St37,1.5,0.5,6,89.23,-2.618,-2.508,1.1
St37,1.5,0.5,6,90,-2.609,-2.609,1.1
St37,1.5,0.5,6,97.46,-2.193,0,1.3
St37,1.5,0.5,6,105,-1.878,0,1.6
St37,1.5,0.5,6,109.19,-1.679,0,1.6
St37,1.5,0.5,6,120,-1.275,0,2
St37,1.5,0.5,6,120.98,-1.265,0,2.1
St37,1.5,0.5,6,132.98,-0.921,0,2.7
St37,1.5,0.5,6,135,-0.829,0,2.7
St37,1.5,0.5,6,144.94,-0.63,0,3.7
St37,1.5,0.5,6,150,-0.541,0,4.6
St37,1.5,0.5,6,158.12,-0.357,0,6
St37,1.5,0.5,6,169.28,-0.161,0,12
St37,1.5,0.5,6.4,30,-11.984,-0.881,0.5
St37,1.5,0.5,6.4,33.99,-10.502,-0.948,0.5
St37,1.5,0.5,6.4,35.59,-9.943,-0.973,0.5
St37,1.5,0.5,6.4,38.99,-8.862,-1.032,0.5
St37,1.5,0.5,6.4,41.42,-8.25,-1.073,0.5
St37,1.5,0.5,6.4,45,-7.386,-1.143,0.5
St37,1.5,0.5,6.4,46.63,-6.987,-1.18,0.5
St37,1.5,0.5,6.4,51.49,-6.081,-1.28,0.5
St37,1.5,0.5,6.4,57.56,-5.258,-1.411,0.6
St37,1.5,0.5,6.4,60,-4.922,-1.471,0.6
St37,1.5,0.5,6.4,63.75,-4.54,-1.555,0.6
St37,1.5,0.5,6.4,68.8,-4.104,-1.702,0.8
St37,1.5,0.5,6.4,75,-3.532,-1.874,0.9
St37,1.5,0.5,6.4,79.57,-3.197,-2.03,0.9
St37,1.5,0.5,6.4,89.23,-2.618,-2.508,1.1
St37,1.5,0.5,6.4,90,-2.609,-2.609,1.1
St37,1.5,0.5,6.4,97.46,-2.193,0,1.3
St37,1.5,0.5,6.4,105,-1.878,0,1.6
St37,1.5,0.5,6.4,109.19,-1.679,0,1.6
St37,1.5,0.5,6.4,120,-1.275,0,2
St37,1.5,0.5,6.4,120.98,-1.265,0,2.1
St37,1.5,0.5,6.4,132.98,-0.921,0,2.7
St37,1.5,0.5,6.4,135,-0.829,0,2.7
St37,1.5,0.5,6.4,144.94,-0.63,0,3.7
St37,1.5,0.5,6.4,150,-0.541,0,4.6
St37,1.5,0.5,6.4,158.12,-0.357,0,6
St37,1.5,0.5,6.4,169.28,-0.161,0,12
St37,1.5,0.2,8,30,-15.434,-0.53,0.8
St37,1.5,0.2,8,32.08,-14.354,-0.593,0.8
St37,1.5,0.2,8,34.99,-12.696,-0.679,0.8
St37,1.5,0.2,8,38.4,-11.081,-0.779,0.8
St37,1.5,0.2,8,42.37,-9.575,-0.892,0.8
St37,1.5,0.2,8,45,-8.793,-0.966,0.8
St37,1.5,0.2,8,46.73,-8.229,-1.015,0.8
St37,1.5,0.2,8,51.72,-7.016,-1.153,0.9
St37,1.5,0.2,8,56.9,-6.058,-1.297,0.9
St37,1.5,0.2,8,60,-5.46,-1.386,0.9
St37,1.5,0.2,8,62.94,-5.124,-1.473,0.9
St37,1.5,0.2,8,69.79,-4.292,-1.687,1
St37,1.5,0.2,8,75,-3.762,-1.87,1.1
St37,1.5,0.2,8,77.01,-3.608,-1.948,1.1
St37,1.5,0.2,8,85.26,-2.962,-2.323,1.2
St37,1.5,0.2,8,90,-2.737,-2.737,1.3
St37,1.5,0.2,8,93.7,-2.45,0,1.4
St37,1.5,0.2,8,102.92,-1.998,0,1.6
St37,1.5,0.2,8,105,-1.949,0,1.6
St37,1.5,0.2,8,114.35,-1.539,0,2
St37,1.5,0.2,8,120,-1.296,0,2.3
St37,1.5,0.2,8,125.39,-1.169,0,2.6
St37,1.5,0.2,8,135,-0.829,0,3.3
St37,1.5,0.2,8,135.17,-0.885,0,3.3
St37,1.5,0.2,8,146.84,-0.595,0,4.6
St37,1.5,0.2,8,150,-0.564,0,5.3
St37,1.5,0.2,8,158.46,-0.352,0,7.2
St37,1.5,0.2,8,169.94,-0.149,0,15.3
St37,1.5,0.3,8,30,-15.434,-0.53,0.8
St37,1.5,0.3,8,32.08,-14.354,-0.593,0.8
St37,1.5,0.3,8,34.99,-12.696,-0.679,0.8
St37,1.5,0.3,8,38.4,-11.081,-0.779,0.8
St37,1.5,0.3,8,42.37,-9.575,-0.892,0.8
St37,1.5,0.3,8,45,-8.793,-0.966,0.8
St37,1.5,0.3,8,46.73,-8.229,-1.015,0.8
St37,1.5,0.3,8,51.72,-7.016,-1.153,0.9
St37,1.5,0.3,8,56.9,-6.058,-1.297,0.9
St37,1.5,0.3,8,60,-5.46,-1.386,0.9
St37,1.5,0.3,8,62.94,-5.124,-1.473,0.9
St37,1.5,0.3,8,69.79,-4.292,-1.687,1
St37,1.5,0.3,8,75,-3.762,-1.87,1.1
St37,1.5,0.3,8,77.01,-3.608,-1.948,1.1
St37,1.5,0.3,8,85.26,-2.962,-2.323,1.2
St37,1.5,0.3,8,90,-2.737,-2.737,1.3
St37,1.5,0.3,8,93.7,-2.45,0,1.4
St37,1.5,0.3,8,102.92,-1.998,0,1.6
St37,1.5,0.3,8,105,-1.949,0,1.6
St37,1.5,0.3,8,114.35,-1.539,0,2
St37,1.5,0.3,8,120,-1.296,0,2.3
St37,1.5,0.3,8,125.39,-1.169,0,2.6
St37,1.5,0.3,8,135,-0.829,0,3.3
St37,1.5,0.3,8,135.17,-0.885,0,3.3
St37,1.5,0.3,8,146.84,-0.595,0,4.6
St37,1.5,0.3,8,150,-0.564,0,5.3
St37,1.5,0.3,8,158.46,-0.352,0,7.2
St37,1.5,0.3,8,169.94,-0.149,0,15.3
St37,1.5,0.5,8,30,-15.434,-0.53,0.8
St37,1.5,0.5,8,32.08,-14.354,-0.593,0.8
St37,1.5,0.5,8,34.99,-12.696,-0.679,0.8
St37,1.5,0.5,8,38.4,-11.081,-0.779,0.8
St37,1.5,0.5,8,42.37,-9.575,-0.892,0.8
St37,1.5,0.5,8,45,-8.793,-0.966,0.8
St37,1.5,0.5,8,46.73,-8.229,-1.015,0.8
St37,1.5,0.5,8,51.72,-7.016,-1.153,0.9
St37,1.5,0.5,8,56.9,-6.058,-1.297,0.9
St37,1.5,0.5,8,60,-5.46,-1.386,0.9
St37,1.5,0.5,8,62.94,-5.124,-1.473,0.9
St37,1.5,0.5,8,69.79,-4.292,-1.687,1
St37,1.5,0.5,8,75,-3.762,-1.87,1.1
St37,1.5,0.5,8,77.01,-3.608,-1.948,1.1
St37,1.5,0.5,8,85.26,-2.962,-2.323,1.2
St37,1.5,0.5,8,90,-2.737,-2.737,1.3
St37,1.5,0.5,8,93.7,-2.45,0,1.4
St37,1.5,0.5,8,102.92,-1.998,0,1.6
St37,1.5,0.5,8,105,-1.949,0,1.6
St37,1.5,0.5,8,114.35,-1.539,0,2
St37,1.5,0.5,8,120,-1.296,0,2.3
St37,1.5,0.5,8,125.39,-1.169,0,2.6
St37,1.5,0.5,8,135,-0.829,0,3.3
St37,1.5,0.5,8,135.17,-0.885,0,3.3
St37,1.5,0.5,8,146.84,-0.595,0,4.6
St37,1.5,0.5,8,150,-0.564,0,5.3
St37,1.5,0.5,8,158.46,-0.352,0,7.2
St37,1.5,0.5,8,169.94,-0.149,0,15.3
St37,1.5,0.2,10,30,-18.163,-0.251,1.2
St37,1.5,0.2,10,32.1,-16.809,-0.336,1.2
St37,1.5,0.2,10,35.87,-14.213,-0.48,1.2
St37,1.5,0.2,10,39.86,-12.076,-0.627,1.2
St37,1.5,0.2,10,44.52,-10.152,-0.795,1.2
St37,1.5,0.2,10,45,-10.033,-0.811,1.2
St37,1.5,0.2,10,50.01,-8.413,-0.986,1.2
St37,1.5,0.2,10,56.2,-6.895,-1.199,1.2
St37,1.5,0.2,10,60,-6.069,-1.332,1.2
St37,1.5,0.2,10,63.11,-5.638,-1.442,1.2
St37,1.5,0.2,10,71,-4.553,-1.736,1.3
St37,1.5,0.2,10,75,-4.107,-1.904,1.3
St37,1.5,0.2,10,79.77,-3.656,-2.135,1.4
St37,1.5,0.2,10,89.62,-2.884,-2.81,1.6
St37,1.5,0.2,10,90,-2.936,-2.936,1.6
St37,1.5,0.2,10,100.94,-2.184,0,1.8
St37,1.5,0.2,10,105,-2.033,0,1.8
St37,1.5,0.2,10,112.38,-1.671,0,2.2
St37,1.5,0.2,10,120,-1.307,0,2.6
St37,1.5,0.2,10,126.1,-1.171,0,3
St37,1.5,0.2,10,135,-0.837,0,4.1
St37,1.5,0.2,10,138.88,-0.804,0,4.1
St37,1.5,0.2,10,150,-0.61,0,6
St37,1.5,0.2,10,153.02,-0.466,0,6.5
St37,1.5,0.2,10,167.04,-0.197,0,13.6
St37,1.5,0.3,10,30,-18.163,-0.251,1.2
St37,1.5,0.3,10,32.1,-16.809,-0.336,1.2
St37,1.5,0.3,10,35.87,-14.213,-0.48,1.2
St37,1.5,0.3,10,39.86,-12.076,-0.627,1.2
St37,1.5,0.3,10,44.52,-10.152,-0.795,1.2
St37,1.5,0.3,10,45,-10.033,-0.811,1.2
St37,1.5,0.3,10,50.01,-8.413,-0.986,1.2
St37,1.5,0.3,10,56.2,-6.895,-1.199,1.2
St37,1.5,0.3,10,60,-6.069,-1.332,1.2
St37,1.5,0.3,10,63.11,-5.638,-1.442,1.2
St37,1.5,0.3,10,71,-4.553,-1.736,1.3
St37,1.5,0.3,10,75,-4.107,-1.904,1.3
St37,1.5,0.3,10,79.77,-3.656,-2.135,1.4
St37,1.5,0.3,10,89.62,-2.884,-2.81,1.6
St37,1.5,0.3,10,90,-2.936,-2.936,1.6
St37,1.5,0.3,10,100.94,-2.184,0,1.8
St37,1.5,0.3,10,105,-2.033,0,1.8
St37,1.5,0.3,10,112.38,-1.671,0,2.2
St37,1.5,0.3,10,120,-1.307,0,2.6
St37,1.5,0.3,10,126.1,-1.171,0,3
St37,1.5,0.3,10,135,-0.837,0,4.1
St37,1.5,0.3,10,138.88,-0.804,0,4.1
St37,1.5,0.3,10,150,-0.61,0,6
St37,1.5,0.3,10,153.02,-0.466,0,6.5
St37,1.5,0.3,10,167.04,-0.197,0,13.6
St37,1.5,0.5,10,30,-18.163,-0.251,1.2
St37,1.5,0.5,10,32.1,-16.809,-0.336,1.2
St37,1.5,0.5,10,35.87,-14.213,-0.48,1.2
St37,1.5,0.5,10,39.86,-12.076,-0.627,1.2
St37,1.5,0.5,10,44.52,-10.152,-0.795,1.2
St37,1.5,0.5,10,45,-10.033,-0.811,1.2
St37,1.5,0.5,10,50.01,-8.413,-0.986,1.2
St37,1.5,0.5,10,56.2,-6.895,-1.199,1.2
St37,1.5,0.5,10,60,-6.069,-1.332,1.2
St37,1.5,0.5,10,63.11,-5.638,-1.442,1.2
St37,1.5,0.5,10,71,-4.553,-1.736,1.3
St37,1.5,0.5,10,75,-4.107,-1.904,1.3
St37,1.5,0.5,10,79.77,-3.656,-2.135,1.4
St37,1.5,0.5,10,89.62,-2.884,-2.81,1.6
St37,1.5,0.5,10,90,-2.936,-2.936,1.6
St37,1.5,0.5,10,100.94,-2.184,0,1.8
St37,1.5,0.5,10,105,-2.033,0,1.8
St37,1.5,0.5,10,112.38,-1.671,0,2.2
St37,1.5,0.5,10,120,-1.307,0,2.6
St37,1.5,0.5,10,126.1,-1.171,0,3
St37,1.5,0.5,10,135,-0.837,0,4.1
St37,1.5,0.5,10,138.88,-0.804,0,4.1
St37,1.5,0.5,10,150,-0.61,0,6
St37,1.5,0.5,10,153.02,-0.466,0,6.5
St37,1.5,0.5,10,167.04,-0.197,0,13.6
St37,1.5,0.2,12,30,-20.645,-0.019,1.4
St37,1.5,0.2,12,31.19,-19.774,-0.065,1.4
St37,1.5,0.2,12,34.86,-16.712,-0.23,1.4
St37,1.5,0.2,12,39.1,-13.963,-0.41,1.4
St37,1.5,0.2,12,43.72,-11.655,-0.603,1.4
St37,1.5,0.2,12,45,-11.157,-0.662,1.4
St37,1.5,0.2,12,49.56,-9.455,-0.845,1.4
St37,1.5,0.2,12,55.97,-7.645,-1.103,1.4
St37,1.5,0.2,12,60,-6.636,-1.248,1.4
St37,1.5,0.2,12,63.74,-6.037,-1.391,1.5
St37,1.5,0.2,12,72.63,-4.695,-1.811,1.6
St37,1.5,0.2,12,75,-4.443,-1.932,1.6
St37,1.5,0.2,12,81.88,-3.735,-2.327,1.7
St37,1.5,0.2,12,90,-3.132,-3.132,1.9
St37,1.5,0.2,12,93.07,-2.796,0,2
St37,1.5,0.2,12,105,-2.117,0,2.4
St37,1.5,0.2,12,105.81,-2.065,0,2.4
St37,1.5,0.2,12,119.39,-1.426,0,3
St37,1.5,0.2,12,120,-1.323,0,3.1
St37,1.5,0.2,12,133.75,-0.954,0,4.1
St37,1.5,0.2,12,135,-0.857,0,4.1
St37,1.5,0.2,12,148.15,-0.582,0,6.2
St37,1.5,0.2,12,150,-0.663,0,7
St37,1.5,0.2,12,164.5,-0.243,0,13
St37,1.5,0.3,12,30,-20.645,-0.019,1.4
St37,1.5,0.3,12,31.19,-19.774,-0.065,1.4
St37,1.5,0.3,12,34.86,-16.712,-0.23,1.4
St37,1.5,0.3,12,39.1,-13.963,-0.41,1.4
St37,1.5,0.3,12,43.72,-11.655,-0.603,1.4
St37,1.5,0.3,12,45,-11.157,-0.662,1.4
St37,1.5,0.3,12,49.56,-9.455,-0.845,1.4
St37,1.5,0.3,12,55.97,-7.645,-1.103,1.4
St37,1.5,0.3,12,60,-6.636,-1.248,1.4
St37,1.5,0.3,12,63.74,-6.037,-1.391,1.5
St37,1.5,0.3,12,72.63,-4.695,-1.811,1.6
St37,1.5,0.3,12,75,-4.443,-1.932,1.6
St37,1.5,0.3,12,81.88,-3.735,-2.327,1.7
St37,1.5,0.3,12,90,-3.132,-3.132,1.9
St37,1.5,0.3,12,93.07,-2.796,0,2
St37,1.5,0.3,12,105,-2.117,0,2.4
St37,1.5,0.3,12,105.81,-2.065,0,2.4
St37,1.5,0.3,12,119.39,-1.426,0,3
St37,1.5,0.3,12,120,-1.323,0,3.1
St37,1.5,0.3,12,133.75,-0.954,0,4.1
St37,1.5,0.3,12,135,-0.857,0,4.1
St37,1.5,0.3,12,148.15,-0.582,0,6.2
St37,1.5,0.3,12,150,-0.663,0,7
St37,1.5,0.3,12,164.5,-0.243,0,13
St37,1.5,0.5,12,30,-20.645,-0.019,1.4
St37,1.5,0.5,12,31.19,-19.774,-0.065,1.4
St37,1.5,0.5,12,34.86,-16.712,-0.23,1.4
St37,1.5,0.5,12,39.1,-13.963,-0.41,1.4
St37,1.5,0.5,12,43.72,-11.655,-0.603,1.4
St37,1.5,0.5,12,45,-11.157,-0.662,1.4
St37,1.5,0.5,12,49.56,-9.455,-0.845,1.4
St37,1.5,0.5,12,55.97,-7.645,-1.103,1.4
St37,1.5,0.5,12,60,-6.636,-1.248,1.4
